SMILES,NR3C1,GRIN1,PDE4D,ADRB2,ADRB1,ADORA2A,MAOA,AR,PTGS1,PTGS2,HRH1,OPRK1,ACHE,HTR1B,CHRM2,OPRD1,CHRM1,SLC6A4,HTR2B,CNR1,KCNH2,DRD2,CNR2,ADRA2A,SCN5A,LCK,GABRA1,HTR3A,CCKAR,PDE3A,DRD1,HTR2A,KCNQ1,ADRA1A,CHRM3,OPRM1,CACNA1C,HTR1A,CHRNA4,SLC6A2,EDNRA,HRH2,SLC6A3,AVPR1A
C=C(C)[C@@H]1NC(=O)[C@@H](NC)[C@@H](O)c2cc(Cl)c(O)c(c2)O[C@](C)(CC)[C@@H](C(=O)N2CC=C[C@H]2C(=O)N/C(C(=O)N/C(=C/C(=O)O)C(=O)O)=C(\C)CC)NC1=O,0.0,-7.2,-9.5,-6.7,-7.5,0.0,0.0,0.0,0.0,-1.7,0.0,-8.6,-3.0,-6.6,0.0,-8.4,-4.9,-9.6,-5.3,0.0,-4.5,-7.9,0.0,-6.7,-9.5,-8.2,-2.9,-7.1,-7.2,-8.4,-4.4,-3.8,-7.2,0.0,0.0,-8.2,-9.5,-9.2,0.0,-5.7,-8.2,0.0,0.0,-7.3
C=C(C)[C@@H]1NC(=O)[C@H](NC)[C@H](O)c2cc(Cl)c(O)c(c2)O[C@](C)(CC)[C@@H](C(=O)N2CC=C[C@H]2C(=O)N/C(C(=O)N/C(=C/C(=O)O)C(=O)O)=C(\C)CC)NC1=O,0.0,-7.3,-9.6,-6.3,-8.0,0.0,0.0,0.0,0.0,-1.9,0.0,-8.9,-5.9,-8.2,0.0,-8.4,-3.9,-9.4,-5.9,0.0,-4.9,-8.3,0.0,-6.4,-9.1,-6.7,-4.6,-5.9,-6.2,-9.4,-2.6,-1.0,-6.6,0.0,0.0,-8.9,-9.6,-7.5,0.0,-7.1,-6.9,0.0,0.0,-7.8
C=C(C)[C@@H]1NC(=O)[C@@H](NC)[C@@H](O)c2cc(Cl)c(O)c(c2)O[C@](C)(CC)[C@H](C(=O)N2CC=C[C@H]2C(=O)N/C(C(=O)N/C(=C/C(=O)O)C(=O)O)=C(\C)CC)NC1=O,0.0,-7.1,-9.1,-6.4,-9.7,0.0,0.0,0.0,0.0,-3.9,-1.1,-8.9,-7.2,-8.4,0.0,-7.3,-3.7,-10.4,-5.8,0.0,-5.2,-7.2,0.0,-7.3,-8.9,-7.3,-4.9,-5.7,-6.5,-8.0,-5.5,-1.8,-7.4,-2.8,0.0,-8.7,-8.8,-7.8,0.0,-7.5,-7.7,0.0,0.0,-7.9
C[C@@H]1NC(=O)[C@H](C[C@@](C)(O)CO)NC(=O)[C@@H]2Cc3c([nH]c4ccccc34)SC[C@H](NC(=O)[C@@H]([C@H](C)O)NC1=O)C(=O)N1C[C@@H](O)C[C@H]1C(=O)N[C@@H](C)C(=O)N2,0.0,-7.1,-9.5,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.5,0.0,0.0,0.0,-9.4,0.0,-7.2,-6.4,0.0,-5.3,-5.3,0.0,-7.4,-10.7,-6.6,-3.3,0.0,0.0,-9.9,-3.4,0.0,-7.7,0.0,0.0,-9.6,-10.7,-8.4,0.0,0.0,-8.3,0.0,0.0,-9.4
CC(C)[C@H]1OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H](Cc2ccccc2)N(C)C1=O,0.0,-5.5,-7.1,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,-6.3,0.0,0.0,0.0,-8.9,0.0,-2.6,-5.1,0.0,-4.0,-1.0,0.0,-7.8,-11.4,-5.6,-3.0,0.0,0.0,-8.6,0.0,0.0,-7.5,0.0,0.0,-6.5,-9.7,-6.3,0.0,0.0,-8.1,0.0,0.0,-8.5
CCCC[C@@H](C)[C@@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@H](C[C@@H](C)C[C@H](O)CCCC[C@H](O)C[C@@H](O)[C@@H](C)NC(C)=O)OC(=O)C[C@@H](CC(=O)O)C(=O)O,0.0,-5.8,-5.3,-7.0,-6.6,-0.5,0.0,0.0,-4.1,-2.2,-3.2,-5.8,-6.5,-6.6,0.0,-5.9,-6.2,-6.6,-5.0,-5.9,-2.9,-5.7,-4.4,-6.1,-6.3,-4.8,-4.6,-4.6,-6.3,-5.7,-5.5,-6.2,-5.1,-2.5,0.0,-6.3,-5.6,-6.1,0.0,-7.0,-4.9,-0.1,-5.8,-5.4
CCCC[C@@H](C)[C@@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@H](C[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)NC(C)=O)OC(=O)C[C@@H](CC(=O)O)C(=O)O,0.0,-6.5,-5.8,-6.3,-6.5,0.0,0.0,0.0,-3.4,-2.5,-1.7,-6.1,-4.1,-6.8,0.0,-4.8,-4.5,-7.0,-4.5,-5.8,-3.3,-5.6,-4.0,-4.8,-6.7,-5.5,-5.4,-4.7,-6.0,-6.3,-6.1,-6.5,-4.8,-3.5,0.0,-6.0,-5.7,-6.3,0.0,-5.7,-4.9,-2.2,-3.4,-4.8
CCCC[C@@H](C)[C@@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@H](C[C@@H](C)CCCCCC[C@@H](O)C[C@H](O)[C@H](C)N)OC(=O)C[C@@H](CC(=O)O)C(=O)O.O.O.O,0.0,-5.9,-5.8,-7.1,-6.6,-1.7,0.0,0.0,-5.3,-2.2,-0.5,-5.8,-5.0,-6.7,0.0,-5.6,-5.2,-7.3,-4.4,-5.6,-2.8,-5.4,-5.4,-5.4,-5.4,-5.2,-5.7,-5.8,-6.3,-6.5,-5.3,-6.3,-5.1,-3.9,0.0,-5.8,-5.8,-6.1,0.0,-6.5,-5.2,-2.8,-6.1,-5.4
C=C(C)[C@@H]1NC(=O)[C@@H](NC)[C@@H](O)c2ccc(O)c(c2)O[C@](C)(CC)[C@@H](C(=O)N2CC=C[C@H]2C(=O)N/C(C(=O)N/C(=C/C(=O)O)C(=O)O)=C(\C)CC)NC1=O,0.0,-8.3,-8.6,-3.8,-8.1,0.0,0.0,0.0,0.0,-4.2,0.0,-9.8,-2.6,-6.4,0.0,-8.8,-4.5,-10.0,-6.2,0.0,-5.3,-9.6,0.0,-7.1,-9.4,-8.1,-3.0,-6.4,-9.4,-8.8,-6.2,0.0,-7.8,0.0,0.0,-9.3,-8.3,-7.7,0.0,-8.5,-7.8,0.0,-3.7,-8.6
CCCC[C@@H](C)[C@@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@H](C[C@@H](C)CCCCCC[C@H](O)C[C@@H](O)[C@@H](C)NC(C)=O)OC(=O)C[C@@H](CC(=O)O)C(=O)O,0.0,-5.7,-5.8,-6.0,-7.0,-3.9,0.0,0.0,-3.1,-1.8,-3.5,-6.0,-5.1,-7.5,0.0,-5.5,-5.7,-7.0,-5.4,-3.9,-2.8,-5.7,-3.6,-4.7,-6.1,-4.6,-6.2,-6.7,-6.6,-5.6,-5.9,-6.5,-4.8,-2.8,0.0,-6.0,-5.6,-6.3,0.0,-6.7,-5.2,-1.2,-3.0,-4.9
CCCC[C@@H](C)[C@@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@H](C[C@@H](C)CCCCCC[C@@H](O)C[C@H](O)[C@H](C)NC(C)=O)OC(=O)C[C@@H](CC(=O)O)C(=O)O,0.0,-6.1,-6.2,-6.7,-7.0,-1.5,0.0,0.0,-4.7,-1.9,-2.4,-6.4,-5.0,-6.5,0.0,-6.0,-5.3,-6.7,-5.1,-5.5,-3.5,-5.4,-3.3,-5.0,-5.8,-5.5,-5.6,-4.9,-6.6,-6.6,-5.4,-5.8,-4.9,-1.5,0.0,-5.7,-5.5,-7.3,0.0,-6.4,-4.5,-2.9,-3.6,-5.1
CCCC[C@@H](C)[C@@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@H](C[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)OC(=O)C[C@@H](CC(=O)O)C(=O)O,0.0,-6.1,-6.4,-6.3,-6.7,-1.7,0.0,0.0,-5.4,-2.6,-1.9,-5.5,-6.5,-7.2,0.0,-5.3,-5.5,-6.9,-4.2,-6.9,-2.1,-5.9,-5.5,-4.6,-6.6,-4.6,-6.5,-5.3,-6.0,-6.1,-5.1,-6.4,-4.2,-4.6,0.0,-5.7,-5.5,-6.0,0.0,-6.7,-4.6,-2.9,-5.1,-5.2
CCCC[C@H](C)[C@@H](OC(=O)C[C@H](CC(=O)O)C(=O)O)[C@@H](C[C@H](C)C[C@@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)OC(=O)C[C@H](CC(=O)O)C(=O)O,0.0,-5.9,-5.5,-6.5,-7.0,-2.5,0.0,0.0,-4.1,-3.1,-2.2,-6.9,-5.7,-6.8,0.0,-5.5,-5.7,-6.8,-4.2,-6.0,-3.4,-6.2,-5.2,-5.6,-6.0,-6.2,-5.6,-4.7,-7.1,-5.4,-5.8,-6.5,-4.3,-3.7,0.0,-6.3,-5.8,-6.7,0.0,-6.3,-5.1,-2.4,-3.9,-4.8
CCCC[C@@H](C)[C@@H](OC(=O)C[C@H](CC(=O)O)C(=O)O)[C@H](C[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)OC(=O)C[C@H](CC(=O)O)C(=O)O,0.0,-6.1,-6.2,-6.7,-6.8,-0.8,0.0,0.0,-3.9,-3.8,-2.4,-6.3,-5.9,-6.8,0.0,-5.1,-5.9,-6.6,-4.4,-5.4,-2.9,-6.2,-4.6,-5.0,-5.3,-5.5,-5.2,-6.3,-6.7,-5.4,-6.1,-5.7,-5.1,-3.8,0.0,-5.5,-5.4,-6.5,0.0,-7.0,-5.0,-2.6,-5.0,-5.7
CCCC[C@H](C)[C@H](OC(=O)C[C@H](CC(=O)O)C(=O)O)[C@@H](C[C@H](C)C[C@@H](O)CCCC[C@H](O)C[C@@H](O)[C@@H](C)N)OC(=O)C[C@@H](CC(=O)O)C(=O)O,0.0,-6.6,-5.7,-6.7,-7.0,-2.6,0.0,0.0,-5.3,-2.9,-1.1,-6.3,-6.6,-7.0,0.0,-5.8,-5.1,-6.3,-5.6,-6.5,-3.0,-5.8,-5.6,-5.3,-6.0,-5.3,-5.5,-5.3,-5.5,-6.4,-5.8,-5.9,-4.9,-4.2,0.0,-5.4,-5.5,-6.2,0.0,-6.6,-4.4,-2.2,-4.6,-5.2
CCCC[C@@H](C)[C@@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@H](C[C@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)OC(=O)C[C@@H](CC(=O)O)C(=O)O,-0.2,-6.4,-5.6,-6.8,-7.3,-1.7,0.0,0.0,-4.5,-3.6,-2.4,-5.5,-6.0,-6.6,0.0,-5.2,-5.8,-6.9,-5.0,-6.1,-3.6,-5.8,-5.7,-5.0,-6.0,-5.0,-5.5,-5.3,-6.9,-6.8,-6.2,-6.0,-3.9,-4.5,0.0,-5.7,-6.1,-6.3,0.0,-6.3,-4.8,-1.8,-4.5,-4.6
CCCC[C@@H](C)[C@@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@H](C[C@@H](C)C[C@H](O)CCCCCC[C@@H](O)[C@H](C)N)OC(=O)C[C@@H](CC(=O)O)C(=O)O,0.0,-6.4,-5.4,-5.9,-6.7,-3.8,0.0,0.0,-5.4,-2.4,-2.5,-6.1,-6.4,-7.1,0.0,-5.5,-4.9,-6.8,-4.5,-5.8,-2.9,-5.1,-5.1,-5.0,-6.1,-5.4,-5.5,-5.4,-6.2,-6.5,-5.5,-6.1,-4.8,-3.9,-0.3,-6.3,-5.2,-6.4,0.0,-6.4,-4.7,-3.0,-6.3,-5.1
CCCC[C@@H](C)[C@@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@H](C[C@@H](C)CCCCCC[C@@H](O)C[C@H](O)[C@H](C)N)OC(=O)C[C@@H](CC(=O)O)C(=O)O,0.0,-5.9,-5.9,-6.7,-7.0,-1.4,0.0,0.0,-5.6,-2.3,-3.4,-6.6,-5.4,-6.5,0.0,-5.3,-5.1,-6.7,-4.7,-5.5,-2.7,-6.1,-4.1,-5.5,-5.5,-5.0,-6.6,-5.3,-7.1,-6.4,-5.3,-5.0,-4.7,-3.4,0.0,-5.7,-5.7,-6.1,0.0,-6.3,-5.3,-3.4,-4.2,-6.0
CCCC[C@@H](C)[C@@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@H](C[C@@H](C)C[C@H](O)CCCCCC[C@H](O)[C@H](C)N)OC(=O)C[C@@H](CC(=O)O)C(=O)O,0.0,-5.8,-5.5,-7.0,-6.4,-2.8,0.0,0.0,-4.7,-2.6,-1.9,-6.0,-6.3,-6.9,0.0,-5.4,-5.1,-6.5,-4.4,-5.9,-3.5,-6.1,-3.9,-5.4,-5.6,-5.0,-5.4,-5.0,-6.4,-6.5,-6.1,-5.7,-4.9,-4.5,-1.5,-6.1,-5.5,-6.0,0.0,-6.2,-5.0,-2.8,-5.3,-4.9
CCCC[C@@H](C)[C@@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@H](C[C@@H](C)C[C@H](O)CCCCCC[C@H](O)[C@@H](C)N)OC(=O)C[C@@H](CC(=O)O)C(=O)O,0.0,-5.9,-5.5,-6.2,-6.8,-0.8,0.0,0.0,-5.5,-3.9,-2.8,-6.3,-5.4,-6.2,0.0,-5.1,-5.3,-6.3,-4.5,-6.1,-2.6,-5.5,-5.4,-4.9,-5.9,-4.8,-6.1,-4.8,-6.8,-6.1,-5.5,-7.1,-5.1,-2.7,0.0,-6.2,-6.1,-6.6,0.0,-6.1,-5.0,-2.0,-4.3,-5.0
CCCC[C@@H](C)[C@@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@H](C[C@H](C)CCCCCC[C@H](O)C[C@H](O)[C@@H](C)N)OC(=O)C[C@@H](CC(=O)O)C(=O)O,0.0,-5.7,-5.4,-7.0,-6.6,-1.1,0.0,0.0,-4.1,-2.0,-1.7,-6.7,-5.6,-6.5,0.0,-5.0,-5.1,-6.2,-5.0,-5.4,-4.1,-6.5,-4.3,-4.1,-6.0,-4.5,-6.2,-5.9,-6.2,-5.9,-5.4,-6.7,-4.4,-3.6,0.0,-5.3,-5.4,-5.7,0.0,-7.1,-4.3,-3.6,-6.0,-5.0
CCCC[C@@H](C)[C@@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@H](C[C@H](C)CCCCCC[C@@H](O)C[C@H](O)[C@H](C)N)OC(=O)C[C@@H](CC(=O)O)C(=O)O,0.0,-5.9,-5.6,-6.4,-6.1,-1.8,0.0,0.0,-4.4,-0.5,-3.2,-6.3,-6.2,-6.8,0.0,-5.2,-5.9,-7.0,-5.1,-5.5,-3.3,-6.1,-4.2,-5.3,-6.1,-5.5,-6.2,-5.9,-6.2,-5.5,-4.8,-6.0,-5.4,-5.4,0.0,-6.0,-5.4,-6.6,0.0,-6.3,-5.0,-2.4,-5.3,-4.7
CCCC[C@@H](C)[C@@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@H](C[C@@H](C)C[C@H](O)CCCCCC[C@H](O)CN)OC(=O)C[C@@H](CC(=O)O)C(=O)O,-0.8,-6.2,-6.3,-6.2,-6.9,-2.0,0.0,0.0,-4.7,-2.9,-3.4,-5.9,-6.8,-7.0,0.0,-5.4,-5.3,-6.3,-5.3,-5.7,-3.0,-5.7,-5.2,-5.5,-5.8,-4.7,-5.5,-5.3,-6.1,-5.7,-5.1,-6.0,-5.1,-4.1,-0.6,-6.1,-5.6,-6.0,0.0,-6.3,-5.4,-2.1,-5.8,-5.0
CCCC[C@@H](C)[C@@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@H](C[C@@H](C)CCCCCCCC[C@@H](O)[C@H](C)N)OC(=O)C[C@@H](CC(=O)O)C(=O)O,-0.1,-6.0,-5.5,-6.5,-6.7,-3.3,0.0,0.0,-5.4,-2.3,-2.9,-5.7,-6.1,-6.9,0.0,-5.8,-5.7,-6.7,-4.8,-6.4,-3.4,-6.0,-4.9,-5.2,-5.7,-5.4,-6.1,-6.3,-6.5,-5.9,-4.6,-5.5,-5.0,-3.1,0.0,-6.1,-5.3,-5.6,0.0,-6.1,-5.6,-2.0,-5.8,-5.6
CCCC[C@@H](C)[C@@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@H](C[C@@H](C)CCCCCCCC[C@H](O)[C@H](C)N)OC(=O)C[C@@H](CC(=O)O)C(=O)O,-0.7,-6.1,-5.5,-6.4,-6.7,-3.2,0.0,0.0,-4.7,-1.2,-1.1,-6.5,-4.6,-7.0,0.0,-4.9,-5.8,-6.6,-4.6,-6.3,-3.1,-5.7,-3.5,-5.4,-5.8,-5.9,-5.8,-6.5,-6.3,-5.9,-5.9,-6.8,-4.6,-5.3,-0.7,-5.5,-5.4,-6.2,0.0,-6.9,-4.5,-2.8,-4.9,-4.8
CC(C)C[C@H]1O[C@H]2[C@H]3O[C@@]34[C@H](CC[C@@]3(C)[C@@]4(O)CC[C@H]4Cc5c([nH]c6ccc7c(c56)C[C@@H]5[C@@H](C7=O)C(C)(C)OC5(C)C)[C@@]43C)O[C@@H]2C(C)(C)O1,0.0,-9.8,-7.8,-5.9,-7.8,0.0,0.0,0.0,0.0,-5.9,0.0,-11.1,-2.5,-9.0,0.0,-10.0,0.0,-8.1,-9.9,-0.4,-7.1,-7.8,0.0,-9.3,-12.1,-8.6,0.0,0.0,-8.0,-9.1,-6.4,0.0,-10.2,0.0,0.0,-11.6,-11.9,-3.9,0.0,-8.0,-6.8,0.0,0.0,-10.4
CC(C)=C[C@H]1O[C@H]2[C@H]3O[C@@]34[C@H](CC[C@@]3(C)[C@@]4(O)CC[C@H]4Cc5c([nH]c6ccc7c(c56)C[C@@H]5[C@@H](C7=O)C(C)(C)OC5(C)C)[C@@]43C)O[C@@H]2C(C)(C)O1,0.0,-9.8,-9.2,0.0,-8.6,0.0,0.0,0.0,0.0,-6.2,0.0,-11.5,0.0,0.0,0.0,-11.1,0.0,-6.5,-7.7,0.0,-8.5,-8.9,0.0,-9.1,-12.5,-6.2,0.0,-0.3,-5.1,-10.2,-6.3,0.0,-11.3,0.0,0.0,-13.3,-14.1,-5.0,0.0,-5.3,-9.9,0.0,0.0,-10.8
CC[C@H](C)[C@H]1C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H]([C@@H](C)CC)C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H]([C@@H](C)CC)C(=O)O[C@H](C(C)C)C(=O)N1C,0.0,-5.6,-3.9,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,-5.2,0.0,0.0,0.0,-7.2,-2.4,-3.8,-4.6,0.0,-3.9,-3.9,0.0,-5.4,-7.9,-5.5,0.0,0.0,0.0,-6.7,-1.1,0.0,-6.4,0.0,0.0,-5.2,-8.5,-2.6,0.0,0.0,-6.2,0.0,0.0,-6.8
CC[C@H](C)[C@H]1C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H]([C@@H](C)CC)C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)O[C@H](C(C)C)C(=O)N1C,0.0,-5.1,-5.6,0.0,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,-6.9,0.0,0.0,0.0,-7.3,-4.1,-4.9,-4.9,0.0,-4.0,-3.9,0.0,-5.9,-7.9,-5.1,-1.2,0.0,0.0,-6.2,-0.4,0.0,-6.0,0.0,0.0,-6.3,-8.4,-4.4,0.0,0.0,-5.8,0.0,0.0,-6.8
COC(=O)C[C@@H]1Cc2cc3c(-c4c(OC)cc(O)c5c(O)c6c(cc45)C[C@@H](CC(=O)OC)OC6=O)c(OC)cc(O)c3c(O)c2C(=O)O1,0.0,-8.2,-9.2,-6.6,-8.2,-5.6,0.0,0.0,-1.2,-3.8,-5.4,-8.7,-5.3,-9.9,0.0,-7.6,-5.7,-9.1,-7.0,0.0,-4.9,-7.4,-1.0,-7.6,-8.4,-7.2,-5.0,-8.9,-7.2,-9.3,-6.2,-8.3,-7.3,0.0,0.0,-8.8,-8.8,-9.8,0.0,-7.2,-7.0,0.0,-4.8,-7.4
CC(C)C[C@H]1C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)O[C@H](C(C)C)C(=O)N1C,0.0,-6.7,-6.1,0.0,-2.3,0.0,0.0,0.0,0.0,0.0,0.0,-6.6,0.0,0.0,0.0,-7.2,-3.3,-6.8,-4.4,0.0,-4.6,-2.5,0.0,-5.9,-8.3,-5.5,0.0,0.0,0.0,-7.8,-3.7,0.0,-7.2,0.0,0.0,-6.1,-8.6,-4.4,0.0,0.0,-6.1,0.0,0.0,-7.0
CC(C)[C@H]1C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)O[C@H](C(C)C)C(=O)N1C,0.0,-6.3,-4.9,0.0,-2.5,0.0,0.0,0.0,0.0,-1.5,0.0,-5.1,0.0,0.0,0.0,-7.2,-4.2,-5.5,-4.5,0.0,-4.3,-3.4,0.0,-5.4,-8.1,-5.3,-2.0,0.0,0.0,-7.2,-1.8,0.0,-6.9,0.0,0.0,-6.3,-8.6,-4.3,0.0,0.0,-6.9,0.0,0.0,-7.0
COC(=O)[C@@]12Oc3ccc(-c4ccc5c(c4O)C(O)=C4C(=O)C[C@H](C)[C@@H](O)[C@]4(C(=O)OC)O5)c(O)c3C(O)=C1C(=O)C[C@H](C)[C@H]2O,0.0,-8.4,-7.4,-10.7,-9.7,-7.5,0.0,0.0,0.0,-8.2,-0.8,-8.5,-12.3,-8.2,0.0,-8.6,-4.9,-12.6,-8.2,-2.5,-7.0,-9.0,0.0,-7.6,-9.6,-6.9,-5.9,-5.9,-10.6,-8.3,-10.2,-7.3,-8.1,-0.3,0.0,-9.2,-9.8,-9.0,0.0,-12.8,-7.4,0.0,-3.5,-8.6
COc1ccc(O)c2c(=O)c3c(OC)cc4c(c3oc12)[C@H]1C[C@@H](OC(=O)c2ccc([C@@](C)(O)CCCC(C)(C)O)c(O)c2)O[C@H]1O4,-1.4,-9.0,-9.1,-10.1,-10.3,-4.5,0.0,0.0,-3.5,-8.5,-6.2,-8.6,-8.8,-9.9,0.0,-7.6,-10.0,-10.3,-7.8,-7.3,-5.6,-10.2,-5.2,-6.6,-9.0,-8.2,-9.2,-7.8,-9.2,-9.3,-8.3,-11.5,-7.7,-5.7,0.0,-8.1,-8.5,-10.4,0.0,-9.5,-7.9,-5.4,-5.1,-7.1
COc1ccc(O)c2c(=O)c3c(OC)cc4c(c3oc12)[C@H]1C[C@H](OC(=O)c2ccc([C@@](C)(O)CCCC(C)(C)O)c(O)c2)O[C@H]1O4,0.0,-9.7,-9.4,-10.5,-8.8,-6.1,0.0,0.0,-3.6,-7.6,-3.9,-9.2,-9.6,-9.7,0.0,-7.4,-8.1,-8.6,-8.1,-5.4,-5.2,-10.1,-4.6,-7.4,-9.3,-7.9,-7.2,-8.3,-9.5,-9.3,-8.1,-9.3,-7.7,-3.8,0.0,-8.1,-8.3,-10.2,0.0,-10.0,-8.4,-7.0,-4.3,-7.1
COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)[C@H]1[C@@H](O2)O[C@@H](SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)[C@@H]1O,-1.0,-8.2,-7.4,-8.4,-9.3,-5.0,0.0,0.0,-6.0,-5.8,-4.0,-7.3,-8.2,-8.6,0.0,-7.4,-7.1,-9.9,-5.9,-5.6,-5.2,-7.6,-4.7,-7.3,-8.5,-7.1,-7.8,-6.9,-9.1,-8.7,-8.1,-8.7,-8.5,-4.9,0.0,-8.2,-7.7,-8.5,0.0,-9.0,-6.8,-5.4,-7.7,-7.0
CC1=C[C@H]2O[C@@H]3[C@H](O)C[C@](C)([C@@]2(COC(=O)[C@@H](NC(=O)Cc2ccccc2)[C@@H]2N[C@@H](C(=O)O)C(C)(C)S2)[C@H](O)C1=O)[C@]31CO1,-2.5,-9.4,-8.7,-10.6,-10.2,-5.5,0.0,0.0,-5.2,-7.2,-2.0,-9.9,-7.3,-9.8,0.0,-8.7,-8.6,-9.9,-7.1,-7.4,-5.9,-7.6,-8.8,-7.7,-8.7,-8.8,-7.8,-8.6,-9.7,-9.8,-8.6,-9.0,-7.9,-3.2,0.0,-9.2,-8.9,-9.5,0.0,-8.7,-7.3,-5.4,-7.3,-8.1
COC(=O)[C@]12Oc3c(Cl)c4c(c(O)c3C(O)=C1C(=O)CC[C@H]2O)[C@@H]1C(=O)C2=C(O)c3c(O)ccc(O)c3C(=O)[C@]2(C=C1C)C4,0.0,-8.9,-9.0,-7.4,-8.9,0.0,0.0,0.0,0.0,-8.3,0.0,-9.6,-2.6,-8.3,0.0,-9.4,-3.6,-10.6,-8.1,-3.9,-7.0,-9.2,0.0,-9.1,-10.7,-8.3,-7.6,-6.8,-10.7,-9.1,-9.5,-5.1,-8.5,0.0,0.0,-9.2,-9.7,-8.6,0.0,-7.8,-8.2,0.0,-5.3,-9.3
C/C=C/C(=O)O[C@H]1C[C@@]23COC(=O)[C@@H](O)[C@@H](C)CCO[C@@H]([C@H](C)O)C=CC=CC(=O)O[C@@H]4C[C@@H](O[C@@H]2C=C1C)[C@@]1(CO1)[C@]43C,0.0,-9.1,-8.1,0.0,-7.5,0.0,0.0,0.0,0.0,-5.4,0.0,-8.7,-6.3,-4.8,0.0,-9.1,-6.7,-10.0,-6.7,0.0,-6.4,-8.3,0.0,-7.6,-9.9,-8.0,-3.8,-4.6,-7.1,-9.6,-3.7,-0.2,-8.2,0.0,0.0,-9.2,-9.5,-9.0,0.0,-4.3,-8.1,0.0,0.0,-9.5
C[C@H]1C(=O)[C@@H](O)[C@@]2(CO)[C@H](O[C@@H]3[C@H](O)C[C@@]2(C)[C@]32CO2)[C@@H]1SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O,-3.4,-7.4,-7.0,-8.4,-8.7,-5.2,0.0,0.0,-6.7,-4.4,-5.4,-8.0,-7.9,-8.1,0.0,-6.9,-7.7,-8.7,-7.3,-6.4,-4.3,-6.9,-4.8,-6.1,-7.4,-6.8,-7.1,-7.5,-8.3,-7.6,-7.5,-7.6,-5.4,-3.1,0.0,-7.0,-7.6,-7.4,0.0,-9.0,-6.8,-4.5,-6.9,-6.5
C=C1Cc2ccc3[nH]c4c5c3c2[C@H]2[C@@H]1C[C@@H]2C(C)(C)O[C@H]5[C@@H]1CC[C@@]2(O)[C@@]35O[C@@H]3[C@@H](O)[C@@H](C(=C)C)O[C@H]5CC[C@]2(C)[C@@]41C,0.0,-10.7,-11.4,-5.4,-11.5,0.0,0.0,0.0,0.0,-5.9,0.0,-9.9,-6.7,-4.1,0.0,-9.9,-3.3,-12.0,-9.3,0.0,-7.1,-7.5,0.0,-9.0,-11.5,-10.2,-5.2,-5.8,-9.2,-12.1,-7.3,-4.2,-10.3,0.0,0.0,-10.7,-11.0,-10.1,0.0,-7.2,-8.8,0.0,-1.2,-10.1
